Sentence,Emotion
"무슨 말이야, 나보다 더 좋은 엄마 돼야지.",중립
진짜 다 도둑놈 ㅅㄲ 들,분노
당장 떠나지 않으면 이제는 네 목숨도 보장 못해. ,분노
이거 어떡해야 할까요?,공포
"혜빈 씩씩하고 용기있어 좋다,",행복
글쎄.. 합격한 회사들이 있긴 한데 고민 중이야.,중립
 인민재판도이러지는안하지,분노
각서 잘 받아 왔습니까?,중립
벌써부터 무섭네..,공포
일본은 그냥 다 사라져라,분노
저기에 수류탄을 투척하고 싶은사람,중립
is테러엔 무슨 의미가 있는걸가???,분노
사는게 무서워요.,공포
얼마나 있냐구요?,중립
우리나라가 점점 멍멍이들 세상으로 가고있지만.,분노
 또팅구고 아 원인이 뭔가요 ...,공포
그럼 중간에 적당히 알아서 헤어지라는 거야? 그게 마음대로 되냐?,분노
"엥, 아니, 아, 그래……",놀람
고마워~!,행복
 참고로 만난지는 햇수로 3년이고요,공포
경보요?,놀람
오늘 몇 시쯤 물건을 받을 수 있을까요?,중립
설 걱정되네,공포
삼겹살 2인분에 오바하지마라. 니 딸은 학교 잘 다니냐?,중립
극혐 쓰레기 인간이다,혐오
하하 방금 버스타고 집에 가고있는데 너무힘들어요ㅠ,슬픔
수강 신청 하는거 많이 힘들까요?,공포
잘못은 그 애들이 먼저 했는데 왜 내가 먼저 사과해야 하는데?,분노
 먹튀가능성 최소화한 옵션 많이붙은.,놀람
정말 뭐하면서 보낼까요..,공포
그네 순실때매 의원들 및 국민이 점점 판단력이 흐려지는듯.,분노
역시……,슬픔
기말고사에서 걔가 낙제점을 받았어. 기말에서 낙제점을 받을 경우，추가시험에 합격하지 않으면 진급할 수 없다는 걸 너도 잘 알고 있겠지?,중립
아무리 협찬받고 디씨받아도 씀씀이가 크면 구멍은 나게 마련이지.,중립
이재용 없다고 삼성이 안 돌아간다? 그동안 뭘 했다고.,혐오
지금 저게 인류역사상 최강대국 미국에서 대선에서 벌어지는 일 맞냐??,놀람
반기문 우려 할 타이밍인데,혐오
너..떡볶이 안먹잖아. 할아버지가 장사할 때 남은 거 다 먹느라 질려서.,놀람
와 여기 일베 엄청 많네죽기 직전까지 평생 전라도 욕이나 하면세 살아라 방콕 백수 찌질이들아,분노
"저거 저거, 뛰면 안되는데..",중립
지금 금속탐지기 사러 갑니다.,분노
직원으로 가든...가족으로 가든.. 문제가 있는건가요??,공포
1인자가될수없는이유,혐오
누군 뭐 방구 뀔줄 몰라서 안뀌는 줄 알아요? 잘 먹고 잘사세요! 이 방구대장아!,분노
그럼. 꼬리가 다 없어져야 다시 우리 인생계획 질주도 할 수 있고 할아버지도 진짜 기쁘게 해 드릴 수 있잖아.,행복
너무 너무 감사드려요.,행복
담배 끊기 정말 너무 힘드네요0,슬픔
폰 사용자 인터페이스가 별로임,중립
댓글 참 드럽다 ㅉㅉ,혐오
이제는 대구ㆍ 경북도 닭 과 추 종자들 버려야 겠다??!!!!,혐오
저기 오빠... 내가 먼저 동서한테 미안하다고 할게.,중립
너무 멋졌어요..,행복
잡스가 죽은지 벌써 5년이 되가는구나..,슬픔
왜요? 또 백 원 잃어버렸어요?,분노
수원 햇빛 좋다아,행복
광주는 그냥 수준이 다르구만...,행복
"하아, ……그렇네요~",슬픔
네. 어제 했어요.,중립
말도 조리있게 잘하고 맞는말 해주고 지금 대통령이랍시고 계시는 분보다 훨씬 낫다.,행복
헐 개뤼씨 가지마요ㅠㅜㅠ,슬픔
아빠. 나랑 윷놀이하자.,중립
잠옷은 챙겼니?,슬픔
 그건 개만도 못한놈들이기 때문일것이다.,분노
이러다 힐러리 무투표 당선되는거 아니냐 ㅋㅋㅋㅋㅋ,행복
헐?10대도 아니고 70대나??,놀람
어떡하냐 진짜~ 난 상담 누구한테 받어야 돼?,중립
이러길래 나 임신해서 시♡ 남자인데;;,공포
나랑망친 공범들 이승하야해라,분노
그렇다니까요. 왜요?,중립
아주 무슨.으휴 이래서 결론은 빠삐용 쓰레기아휴 사람 하나 죽이려고 빽을 써요,분노
네!! 그래서 그걸 사기라고 따져서. 환불을 해 간 거 에요.,분노
잠깐! 함정이지? 이거 함정 맞지? 이런 식으로 내게 정원 청소를 시키고 싶어요?,놀람
그럼 방에 박혀있지 왜 기어 나왔어?,분노
벌써 데뷔한지 700일이 다됬네욤 ..!,행복
존경하는 김정일위원장...어쩌구저쩌구 하던 빨갱이년이 ....가소롭넹~~ㅎㅎㅎ,혐오
슈가보이 요즘은농담도잘하시고넘~~^^*잘해용 슈가뿅,행복
안믿는다 구라청아~~,분노
그래? 그럼 손도 잡았어?,놀람
 돈을 받았으면!!!,분노
항상 행복하세요 좋은 곡으로 만나요~,행복
군법원 11명 타이밍 끝내주네..,놀람
 학교에 휴학계도 내고 왔고 남은건 마음 졸이면서 기다리는것 뿐..,공포
시청자 우롱하냐?,분노
어쩌져 ㅜㅜ?0,슬픔
처음 우리 집 왔을 때. 생각나지? 그때 정말 촌스러웠는데...,중립
이것저것 정리하고는 있는데 생각보다 일이 많네 .체육관에 가서 운동기구도 가져와야 하고 상품도 사야 하고……,중립
뭐?,놀람
위가부담받진않을까요ㅜㅜ,공포
"사법고시 부활시키고 학원, 개인 과외 금지시켜라",분노
아직 남자친구는 없다지만 이러다 뺏길거 같아요,공포
어? 어디 가요?,놀람
괜찮아요.,중립
어? 어... 자료.. 정리한다 그러지 않았어?,놀람
잘보고 배워라 또다시 식민지되면 부조건 앞잡이 해야됨,슬픔
과외 끝나셨어요?,중립
어머… 쉽진 않겠네. 그 정도면 너는 완전 꼬마로 보일테니까.,놀람
궁금했는데...,중립
뭐?,놀람
김태완 선수 이번에 넥센에 왔는데 0.272/0.350/0.450 15홈런 60타점 할 수 있을것같다!,행복
 변경하기도 애매하고..,공포
저는 대기업생산직 가고싶은데 이성적으로는 안되겠죠?,공포
"아니 세월호, 대구 지하철 보고도 뭘 배운겁니까?",놀람
언냐들 왜싸워??,놀람
참 기가차고 코가 막힐일이다.,놀람
 아가리 후릴뻔;;;,분노
제가 구해줄게요걱정하지 마세요,공포
와 오늘이9일짼데 집에잇는간식다안먹고 밥우유물 급식이거빼곤안먹은거같다,놀람
뭐요?,놀람
해가 점점 지는 나라.,중립
무슨 은행이여 시발,분노
"아냐, 아니라고!",놀람
잘해준다며..,슬픔
……천사?,놀람
고졸이구 작은사무실경리에요에혀 언제 돈모아서 결혼하나요..,공포
제발 그만 하세요. 여기서 끝이 아닙니다. 더 죽일꺼에요. 또 사람을 죽일 꺼라구요! ,분노
아~ 그렇지 뭐.,중립
 이렇게 만날수 있어서 너무 감사해요,행복
쌤통이다..닭뽑은것들..다죄로가는거다.,분노
기차역 화장실 입장료가 우리돈 5000원인 나라가 스위스란다 여러분,놀람
저번에 건강이안좋으셔서 병원에 검사하러갔는데 사진과같이 이렇게나왔어ㅜㅠㅠㅠ,슬픔
아시아놈들 다시 먹힐려고 단체로작정했네 ㅉㅉ,분노
기껏모여봤자 100명 모일걸 이 소란을 조장하는 이유가 뭐니,혐오
런닝맨상 한개요??????????????,놀람
순실이가 닭년 다음으로 바지대통령 만들려던 닭년 꼬봉세끼가 입만 살아서!!!,분노
"지난번 가을에 여기 다녀가고, 갑자기 뜨개질을 배우더라고, 그러더니 그걸 만들었네.",중립
지겨워. ,중립
 찾아봤는데도 헷갈려서..ㅜㅜ,공포
얼굴좀 보자 이새X,분노
구급차는?!,분노
그래? 하지만 결과적으로는 그렇게 되었지. 그러니 네가 구했다고 해도 무방하다고 생각하는데.,중립
우와! 엄마 얼굴 완전 대박났다~ 누가 보면. 완전 매 맞는 아내야!!! ,놀람
아직 안 열었습니다!,중립
인생 한 번 사는데 왜 그러는지 모르겠어요,공포
 왜이리 여러가지 감정이 확 드냐,공포
오늘 급식포드 수능 만점급이었다.,행복
없음?,놀람
아티스트상 지코꺼아니냐,놀람
나바로가 약빤것도 아니고 주작한것도 아닌데 왜 인성 운운 하시는지 ????,분노
이런말은 24일 합숙하고도 3일 훈련한 팀한테 진 감독이 할 말은 아닌 것 같은데,혐오
사람 열나 많다,놀람
찾아가시는 건가요?,중립
놔!! 그리고 저 옷 평생 절대 건드리지 말고 가만 놔둬!,분노
"완전히 떠나지만, 완전히 떠날 생각은 없어.",중립
 잘참다가sns는왜봐서 또 멘탈깨짐 ㅠ,슬픔
무게 잡는 거보단 말 많은 게 낫더라고.. 딴 놈들 만나 보니까..,중립
이러려고 96억 받았나 자괴감들고 괴로워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,분노
 이번 아이스쇼에 갔었어요!!!,행복
눈물날까봐 아직 못보고 못듣고있음,공포
 저만 혼자 무겁게 생각하는건지 별거 아닌데 눈치보고 스트레스 받네요,슬픔
나 어쩌면 좋아.,중립
미쿡 마인드는 저런게 아무 상관없나??;;;,놀람
이런...이럴수가...,놀람
제 공부방이 있었으면 좋겠어요.,슬픔
월 300받다 나라망하면 이민간다고?,공포
 좌파언론들 원하는대로 박 대통령은 국민 신임 못받는다 여겨지면 하야발표 할겁니다.,분노
편의점 할때 얼굴도 보나요?,공포
필리핀도 저렇게 배짱 넘치게 외교하는데 뭐하냐 .,분노
쓸때없이 왜 필리핀 치안도안좋은곳에 가는지;;,공포
진짜 이렇게 새해를 맞이하네요,놀람
이년은 무기징역을~~~,분노
국민을 고통 한을 알리가 없다..,슬픔
제목과 같아요ㅠㅠ.......,슬픔
와 진짜 대박이네....,놀람
결국엔 20억 안내겠다는 기사냐?,혐오
도대체 뭘 하길래 이렇게 시간을 잡아먹어?,분노
 인간이 할 수가 없는 일인데 저런 일을 해냈다는건....,놀람
풉... 택시기사를 20대가 한다고 생각해봐라.,혐오
아니 왜...?,놀람
여자친구는 저에게 별로 관심 없는건지ㅋㅋㅋㅋㅋㅋㅋ,슬픔
그까짓 교통 불펀쯤이야...다들 감수해야힌다....!!!!!!!....,혐오
나두 우리 엄마 때문에 아빠가 그렇게 많이 주실거 같지는 않아요. 우리 언제 아파트 사서 나가지?,중립
태국시민들 축구에 대한 열정은 epl 못지않다.....,놀람
"만나서 처음으로 당신 나이 많은 게 싫다. 당신이 내 나이만 됐어도, 지금 나한테 뺨 한대 맞았어. ",분노
우리가 기억해야 할 것은 박근혜가 투표에 의해 선출되었다는 겁니다.,중립
안 되는 건 안 되는 거다!,분노
지금 몽타주 만들고 있답니다. 구급대원들 말로는 꽤 미인이라고…,중립
상관없어. 네가 귀신이든 구미호든 사람이든 다 상관없어. 그냥 내 앞에 있는 거면 됐어.,중립
저뇬들이 도대체 대한민국자체를 얼마나 우습게본거여,혐오
뭐가요!,분노
"정말 괜찮아요? 나야 집에 가서 잠깐 눈 붙일 시간이 있지만 당신은 지금 바로 가봐야,",중립
리그 12승 흥해라,행복
하..너 내 번호는 또 어떻게 알았어?,놀람
시간도 많은데 왜 그렇게 서둘러? 실수하면 어떻게 하려고?,중립
이번에 재방송으로 보여주는데그곳에는 정수오빠와 형돈오빠가파트너로 나오더라구요 .,놀람
보수애국단체 태극기집회는 이야기안하나애꾸눈이구먼,혐오
"아니, 정말 나쁜 놈이라고..",슬픔
얼떨결에 실행 위원장을 맡아버렸어〜. 어떡해〜.,중립
"이정도로 파혜쳐도 부패가 역대 대통령중 최고 깨끗한 편이네. . 언론의 지나친 개입.판단.선동이 더 큰 문제~~~""",행복
다시설치가 되었구나! 다행이다..ㅠㅠ,행복
충분히 훌륭합니다!!,행복
싫어! ,분노
그네..골든시상식 티비안볼듯여ㅋ,행복
이렇게 같이 차 마시는 것도 참 오랜만이네~,중립
조금만 기다려줘. ,중립
  넘넘 아름다웠어요~~~,행복
어? ,놀람
사회생활을 방해하는 제일 큰 요소는 사람들이 무슨 주제를 꺼내도 그와 관련된 에피소드가 생각 안나요.,놀람
여자 ufc는 론다가 다먹여살린거아닌가 ㅋ,중립
애도 나와서 얼마나 엉뚱한 발언들을 쏟아낼까. ㅋㅋ,혐오
미안하다니? 뭐가?...,중립
빨갱이는 쏴죽여야 된다고 들었는데?,분노
 제가 알바해본적 한번도없어서ㅜㅜ,공포
우리가족은 그냥 해외여행,중립
화형하면 안될까..,혐오
"어, 그러엄 그냥 좀 피곤해서 그래, 간밤에 잠을 좀 설쳤더니... 괜찮어, 괜찮어.",중립
칠거면 마당 나가서 쳐. 시끄럽게,중립
곰신님들판 읽다가 궁금해서 그런데요,놀람
이번에도 부산은 흔들림으로 영향이 있었다는군요~,공포
그거믿고 서류넣고 면접보고 언제부터 출근할수있다고해도될까요..??,공포
무슨 요린든 간단히 쉽게  그리고 핵심을 찌르는 비법을 전수!,행복
그냥 관련 놈들 싸그리 광화문에 모아서 개작두로,분노
와 댓글 수준봐라..,놀람
너 지금 어디야?!,분노
에?!,놀람
우리 오랜만이다. 그렇지?,중립
...같은 반 아이들 얘기의 화살이 나한테 날아왔거든. 왜 그런 얘기를 좋아하는 걸까.,슬픔
독재할가능성이 점점커진다. .,공포
받지 마!! 평생을 핏줄한테 퍼주더니. 이젠 딸 돈에 손을 대? ,분노
그래도 오빠 열심히 하시고요.,행복
속상하잖아. 어떤 앤 산에서 살다 연필 잡은 지도 몇 달 안됐는데 90점 100점 척척 받아오고 누군 해달라는 거 다 해주고 키웠는데 맨날 바닥이고.,슬픔
살만하신가보네..딸이랑같이 고통을좀받아보셔!,분노
야야야!!,놀람
나아질지는 모르겠지만 시간을 가져보자는 남자친구..,슬픔
앉아~,중립
아~ 싫어. 병원 무서워. 검사해서 나쁜 소리 하면 어떡해...,중립
어떻게 해야 할까요?,슬픔
19살까지 살고 난 다음엔요? 그 다음엔요? 그냥 거리로 내 쫓나요?,슬픔
생각하면 머리 아퍼. 내가 지금 소송 걸릴 판에. 재혼하게 생겼어?,중립
 항상 제가먼저 스킨쉽햇는데 어제는 여자친구가먼저하더라고요,놀람
할머니한테 인사부터 드려. 밥 갖구 들어갈게.,중립
바뀐애 아바타 할꺼면 그냥 내려 오너라,혐오
"어~ 저기, 우리 집 강아지가? 강아지가 왜?",놀람
"그래도 뭐, 오늘은 즐거웠으니까 보너스로 10점 드릴게요.",행복
완죤 내스타일♡♡♡♡♡♡♡,행복
오늘 아침에 금메달 소식 들었습니다.,행복
그니까 국보는 원래 가려주고 숨겨줘야 신비한 거라니까..,중립
예전 486컴터로 인공위성 제어하는 프로토콜 시뮬레이션했다 기자야.,혐오
내가 그렇게 많이 마셨다구요? ,놀람
"죽는 게 당연하다고 생각했는데,, 죽어 마땅하다고 생각했는데, 사는 게,, 지옥 같았는데!! 나,,, 살고 싶어졌어요.   ",슬픔
용관이형 그동안 수고했어요,행복
투수가 가장 걱정인뎅 그냥 차우찬만 잡는다고 생각하고 차우찬에만 올인하자,공포
일단은 선생과의 시합에서 이기는 게 먼저일 것 같군요.,중립
"어, 그래요? 잠깐 좀 봅시다. 아이고, 컨베이어 벨트 부분의 나사가 빠졌네요.",놀람
